"","Combine","n"
"2207","forecasting",1
"2208","forestcover",1
"2209","forestdepartment",1
"2210","forestdynamics",1
"2211","forestplantations",1
"2212","forestproduct",1
"2213","forestrypractice",1
"2214","forestsoil",1
"2215","forthcoming",1
"2216","foxnut",1
"2217","fragmentation",1
"2218","fragmentations",1
"2219","frame",1
"2220","frankliniellaoccidentalis",1
"2221","freshapples",1
"2222","freshwater",1
"2223","friendship",1
"2224","frontlinedemonstrations",1
"2225","fuelwood",1
"2226","fujian",1
"2227","functionalbiodiversity",1
"2228","functionaldiversity",1
"2229","functionalgenomics",1
"2230","functionalgroup",1
"2231","functionalmorphology",1
"2232","functionalproperties",1
"2233","functionalrole",1
"2234","functionevaluation",1
"2235","fungalplantdisease",1
"2236","fungustransmission",1
"2237","furrowirrigation",1
"2238","fusarium",1
"2239","fusariumfujikuroi",1
"2240","fusariumspp.",1
"2241","futureofsmallfarms",1
"2242","futureoptions",1
"2243","futureresearchdirections",1
"2244","futuresmartcrop",1
"2245","futuresmartfoods",1
"2246","fuzhou",1
"2247","fuzzyinference",1
"2248","fuzzyinferencesystem",1
"2249","fuzzyinferencesystems",1
"2250","fuzzylogic",1
"2251","fuzzysystems",1
"2252","gallusgallus",1
"2253","gammaradiation",1
"2254","gammarays",1
"2255","gangeticplain",1
"2256","gapsandconstraints",1
"2257","garden",1
"2258","gardens",1
"2259","garhwalhimalaya",1
"2260","gasanalysis",1
"2261","gaschromatography",1
"2262","gaschromatography-massspectrometries(gc-ms)",1
"2263","gaschromatography-massspectrometry",1
"2264","gaschromatographymassspectrometry",1
"2265","gasemissions",1
"2266","gastrointestinaldisease",1
"2267","gastronomytourism",1
"2268","gdp",1
"2269","geac",1
"2270","genderandautonomousadaptation",1
"2271","genderedvulnerability",1
"2272","genderequality",1
"2273","genderequity",1
"2274","genderidentity",1
"2275","genderissue",1
"2276","gendermainstreaming",1
"2277","genderroles",1
"2278","genebank",1
"2279","genebanksstandards",1
"2280","genecluster",1
"2281","genedonor",1
"2282","genefrequency",1
"2283","geneidentification",1
"2284","geneintrogressions",1
"2285","genelinkagedisequilibrium",1
"2286","generalizedadditivemodel",1
"2287","generationtime",1
"2288","genestructure",1
"2289","genetargeting",1
"2290","geneticallymodified",1
"2291","geneticandgenomicresources",1
"2292","geneticassociation",1
"2293","geneticdifferentiation",1
"2294","geneticdivergence",1
"2295","geneticgains",1
"2296","geneticrecombination",1
"2297","geneticresourcesconservation",1
"2298","geneticsimilarity",1
"2299","geneticspeciation",1
"2300","geneticsusceptibility",1
"2301","genetransfer",1
"2302","genomeediting",1
"2303","genomesequences",1
"2304","genomesequencing",1
"2305","genomics-assistedbreeding",1
"2306","genotype-environmentinteraction(gei)",1
"2307","genotyping",1
"2308","geographicallyweightedregression(gwr)",1
"2309","geographicalregions",1
"2310","geographicorigin",1
"2311","geologicmodels",1
"2312","geometridae",1
"2313","geomorphichazards",1
"2314","geranium",1
"2315","germination",1
"2316","germinationmetabolism",1
"2317","germplasmconservation",1
"2318","germplasmconservationmanagement",1
"2319","getartarybuckwheat",1
"2320","ghaziabad",1
"2321","ghnp",1
"2322","giantafricansnail",1
"2323","gibberellafujikuroi",1
"2324","gissystem",1
"2325","gissystems",1
"2326","glaciallake",1
"2327","glaciation",1
"2328","glacier",1
"2329","glacierfluctuations",1
"2330","glaciers",1
"2331","gliricidia",1
"2332","globalagriculture",1
"2333","globalaveraging",1
"2334","globalclimate",1
"2335","globalclimatechanges",1
"2336","globallyimportantagriculturalheritagesystems(giahs)",1
"2337","globalpoultrytrade",1
"2338","globalvaluechain",1
"2339","globalwarmingpotential",1
"2340","globec",1
"2341","glucosinolate",1
"2342","glucosinolates",1
"2343","glutinousrice",1
"2344","glycinesoja",1
"2345","gmcrops",1
"2346","goatry",1
"2347","godavaribasin",1
"2348","gorgonnut",1
"2349","gossypium",1
"2350","governmentintervention",1
"2351","governmentofindia",1
"2352","governments",1
"2353","governmentsectors",1
"2354","grain",1
"2355","grain-to-greenprogram",1
"2356","grainforgreenpolicy",1
"2357","grainforgreenprojects",1
"2358","grainforgreenprojects(ggp)",1
"2359","grainproductiontransition",1
"2360","grainquality",1
"2361","grainsecurity",1
"2362","grapefruit",1
"2363","grasspea",1
"2364","grazing",1
"2365","grazingmanagement",1
"2366","greenhouseeffect",1
"2367","greenhousegasesemissions",1
"2368","greenmanure",1
"2369","greenmanuring",1
"2370","greenproduction",1
"2371","grevillearobusta",1
"2372","greyrelationalanalysis",1
"2373","gridlevels",1
"2374","grossnationalproduct",1
"2375","groundcover",1
"2376","groundwater",1
"2377","groundwatercontamination",1
"2378","groundwaterdepletion",1
"2379","groundwaterirrigation",1
"2380","groundwatermarkets",1
"2381","groundwaterpollution",1
"2382","groundwaterresources",1
"2383","growingmedia",1
"2384","growthanddevelopment",1
"2385","growthimprovement",1
"2386","growthinhibition",1
"2387","growthinsales",1
"2388","growthpromotion",1
"2389","growthresponse",1
"2390","growthtraits",1
"2391","guangxi",1
"2392","guizhou",1
"2393","gujarat",1
"2394","gwas",1
"2395","ɣ-hch",1
"2396","h2o2",1
"2397","haaj",1
"2398","habit",1
"2399","habitatmanipulation",1
"2400","habitatstructure",1
"2401","halophyte",1
"2402","hangzhou",1
"2403","haplotype",1
"2404","haplotypes",1
"2405","hardwoods",1
"2406","harnaisheep",1
"2407","harvestrate",1
"2408","hazards",1
"2409","healers",1
"2410","healthandsafety",1
"2411","healthcare",1
"2412","healthpolicy",1
"2413","healthrisk",1
"2414","healthrisks",1
"2415","healthstatus",1
"2416","heat",1
"2417","heatstress",1
"2418","heavymetals",1
"2419","hedgerow",1
"2420","hedgerowintercropping",1
"2421","hedgerows",1
"2422","helianthus",1
"2423","heliothis",1
"2424","helwingiajaponica",1
"2425","hemoglobin",1
"2426","hemoglobins",1
"2427","herbalstate",1
"2428","herbicide",1
"2429","herbicides",1
"2430","herd",1
"2431","herding",1
"2432","heritable",1
"2433","heritageconservation",1
"2434","heritageseedbank",1
"2435","heterogeneity",1
"2436","heuristicalgorithms",1
"2437","high-densityplantation",1
"2438","high-voltagedischarges",1
"2439","highcosts",1
"2440","highenergy",1
"2441","highlandaquaticresources",1
"2442","highmountains",1
"2443","highproductivity",1
"2444","highrate",1
"2445","highschoolstudents",1
"2446","hightemperature",1
"2447","hightemperatureandhumidity",1
"2448","highyieldingvarieties",1
"2449","hillecosystem",1
"2450","hills",1
"2451","hillyandmountainousareas",1
"2452","himalayanhoneyhunting",1
"2453","hindu-kushhimalaya",1
"2454","hindu-kushhimalayanregion",1
"2455","hindukush-himalayanmountainsystems",1
"2456","hindukushhimalaya",1
"2457","hindukushhimalayanregion",1
"2458","historicalgeography",1
"2459","historicalrecord",1
"2460","holisticapproaches",1
"2461","holobiont",1
"2462","homegardenmacrostructure",1
"2463","homegardenspecies",1
"2464","homegardensystemsandpractices",1
"2465","homesteadforests",1
"2466","homesteadgardeningmodel",1
"2467","honey",1
"2468","honeybee",1
"2469","honeybeepopulation",1
"2470","honeyflora",1
"2471","honeyproduction",1
"2472","hordeumspecies",1
"2473","hordeumvulgare",1
"2474","horizontal",1
"2475","horizontalgenetransfer",1
"2476","hormone",1
"2477","hormones",1
"2478","horticulture",1
"2479","host-parasiteinteractions",1
"2480","host-parasitoidinteraction",1
"2481","host-symbiontinteraction",1
"2482","hostileenvironments",1
"2483","hostparasiteinteraction",1
"2484","hostplants",1
"2485","hostspecificity",1
"2486","hotspots",1
"2487","householdexpenditure",1
"2488","householdfoodsecurity",1
"2489","householdproductionanddietarydiversity",1
"2490","households'assets",1
"2491","householdwealth",1
"2492","hullessbarley",1
"2493","human-modifiedlandscapes",1
"2494","human-wildlifeconflict",1
"2495","humanactivities",1
"2496","humanbehavior",1
"2497","humancapitalaccumulation",1
"2498","humancell",1
"2499","humanhealth",1
"2500","humanintervention",1
"2501","humanitarianaid",1
"2502","humannutrition",1
"2503","humanrelation",1
"2504","humansettlement",1
"2505","humicacid",1
"2506","humicsubstance",1
"2507","hybridformoforganization",1
"2508","hybridizationspeciation",1
"2509","hybrids",1
"2510","hydrocarbons",1
"2511","hydrogeology",1
"2512","hydrologicalhazards",1
"2513","hydropower",1
"2514","hypertension",1
"2515","hypothesistesting",1
"2516","hyssopuspallidus",1
"2517","iaritechnologies",1
"2518","ica",1
"2519","ideas",1
"2520","ideational",1
"2521","identification",1
"2522","identification(controlsystems)",1
"2523","identificationmethod",1
"2524","identityexpressiveness",1
"2525","ideology",1
"2526","ifs",1
"2527","imageclassification",1
"2528","imageenhancement",1
"2529","imageprocessing",1
"2530","imageprocessingtechnique",1
"2531","imagesegmentation",1
"2532","impact",1
"2533","impoverishedmountainousarea",1
"2534","improvedagronomicpractices",1
"2535","improvedseed",1
"2536","improvedvarieties",1
"2537","improvement",1
"2538","in-situlive-mulching",1
"2539","inbreeding",1
"2540","incentivemechanisms",1
"2541","incentives",1
"2542","incomeearning",1
"2543","incomegeneration",1
"2544","increasingtemperatures",1
"2545","indiancuisine",1
"2546","indianhimalayanmountains",1
"2547","indianhimalayas",1
"2548","indianrice",1
"2549","indiansubsistencefarming",1
"2550","indicators",1
"2551","indicatorspecies",1
"2552","indigenouscommunities",1
"2553","indigenousfoodsystem",1
"2554","indigenoushealthcare",1
"2555","indigenouspeople’sornamentals",1
"2556","indigenouspeoples",1
"2557","indigenouswomen",1
"2558","individualidentification",1
"2559","indole-3-aceticacid",1
"2560","indonesia",1
"2561","industrialblossom",1
"2562","industrialecologicalization",1
"2563","industriallinkage",1
"2564","industrialperformance",1
"2565","industrialproduction",1
"2566","industrialresearch",1
"2567","industrialstructures",1
"2568","industrialwaste",1
"2569","industry",1
"2570","industrystudies",1
"2571","inequality",1
"2572","infiltration",1
"2573","influencingmechanism",1
"2574","info-cropmodel",1
"2575","informationaccessibility",1
"2576","informationanalysis",1
"2577","informationandcommunicationtechnologies",1
"2578","informationinaccuracy",1
"2579","informationprocessing",1
"2580","informationsharing",1
"2581","informationtechnology",1
"2582","infrastructuraldevelopment",1
"2583","infrastructure",1
"2584","infrastructuredevelopment",1
"2585","infrastructureproject",1
"2586","ingkhol",1
"2587","inherentvulnerability",1
"2588","inlelake",1
"2589","inorganiccultivation",1
"2590","input-outputanalysis",1
"2591","inputandoutputs",1
"2592","insectcontrol",1
"2593","insectdiversity",1
"2594","insectgrowthregulator(igr)",1
"2595","insecticideresistance",1
"2596","insectpestmanagement",1
"2597","insectrelativeabundance",1
"2598","insituandexsituconservation",1
"2599","insituconservationonfarm",1
"2600","institution-basedview",1
"2601","institutionalarrangement",1
"2602","institutionalcapacities",1
"2603","institutionalchange",1
"2604","institutionalconstraints",1
"2605","institutionalinnovation",1
"2606","insurancesystem",1
"2607","integratedapplication",1
"2608","integratedapplications",1
"2609","integratedfarming",1
"2610","integratedfarmingsystem(ifs)",1
"2611","integratedframework",1
"2612","integratedplantnutritionsystem",1
"2613","integration",1
"2614","intellectualproperty",1
"2615","intelligentidentification",1
"2616","intelligentinformationprocessing",1
"2617","intensifiedagriculturalsystem",1
"2618","intention",1
"2619","intentionandbehavior",1
"2620","intercroppingsystem",1
"2621","interdisciplinarycollaborativeeffort",1
"2622","interdisciplinaryinnovations",1
"2623","interference",1
"2624","interglacial",1
"2625","intermedia",1
"2626","internaltranscriptsequence",1
"2627","internationality",1
"2628","internationalorganizations",1
"2629","internationaltrade",1
"2630","internetofthings",1
"2631","internetofthingsinagriculture",1
"2632","interpersonalrelations",1
"2633","intersectionality",1
"2634","interspecificcompetition",1
"2635","interspecificdifference",1
"2636","interspecificfacilitation",1
"2637","interspecificinteraction",1
"2638","interspecificvariation",1
"2639","interventions",1
"2640","intraspecificcompetition",1
"2641","intrastateconflict",1
"2642","invasionbiology",1
"2643","invasivealienspecies",1
"2644","invasiveweed",1
"2645","investmentattraction",1
"2646","investmentdecision",1
"2647","ipc",1
"2648","ipr",1
"2649","iron-deficiency",1
"2650","iron(fe)",1
"2651","irondeficiencyanemia",1
"2652","ironwalnut",1
"2653","irrigation(agriculture)",1
"2654","irrigationfacilities",1
"2655","irrigationintensities",1
"2656","irrigationmanagement",1
"2657","irrigationwatermanagement",1
"2658","irrigationwateruseefficiency",1
"2659","isolationandpurification",1
"2660","isotopes",1
"2661","issr",1
"2662","issue-attentioncycle",1
"2663","italy",1
"2664","itsapplications",1
"2665","japan",1
"2666","japonica",1
"2667","japonicarice",1
"2668","jatropha",1
"2669","java",1
"2670","jholmol",1
"2671","jhumia",1
"2672","jonga",1
"2673","jorhat",1
"2674","jousujen",1
"2675","juglandaceae",1
"2676","juglanscathayensis",1
"2677","juniperus",1
"2678","jutpani",1
"2679","kaempferolbiosyntheticpathway",1
"2680","kailashsacredlandscape",1
"2681","karakoram",1
"2682","karnal",1
"2683","karnalbunt",1
"2684","karnali",1
"2685","karst",1
"2686","karstregion",1
"2687","karyotype",1
"2688","kashmir",1
"2689","ketones",1
"2690","keystonespecies",1
"2691","khasitribe",1
"2692","khasitribes",1
"2693","khyber-pakhtunkhwa",1
"2694","khyberpakhtunkhwa(pakistan)",1
"2695","kilimanjaro",1
"2696","kinnaur",1
"2697","kinnowmandarin",1
"2698","kinship",1
"2699","kitchengarden",1
"2700","kiwifruit",1
"2701","kkh",1
"2702","knowledgebase",1
"2703","knowledgelevel",1
"2704","knowledgemanagement",1
"2705","knowledgevisualization",1
"2706","korea",1
"2707","kunming",1
"2708","kuznetscurve",1
"2709","l-dopa",1
"2710","labileandrecalcitrantc",1
"2711","lablabpurpureus",1
"2712","laboratoryanalysis",1
"2713","laborforce",1
"2714","labormigration",1
"2715","labourallocation",1
"2716","labourmigration",1
"2717","lacticfermentation",1
"2718","lacto-fermented",1
"2719","lactuca",1
"2720","lactucasativa",1
"2721","ladakh",1
"2722","lagadwal",1
"2723","lake",1
"2724","lancang",1
"2725","land",1
"2726","land-use",1
"2727","land-usechange",1
"2728","land-usesystems",1
"2729","landbiome",1
"2730","landcapability",1
"2731","landecosystemdegradation",1
"2732","landequivalentratio",1
"2733","landholdings",1
"2734","landmanagementpractices",1
"2735","landmanagements",1
"2736","landpolicies",1
"2737","landpolicy",1
"2738","landpropertyrights",1
"2739","landracediversity",1
"2740","landraceenhancement",1
"2741","landrentalmarket",1
"2742","landrenting-in",1
"2743","landrequirement",1
"2744","landsat-8",1
"2745","landscapeapproach",1
"2746","landscapeassessments",1
"2747","landscapecomposition",1
"2748","landscapegenetics",1
"2749","landscapeheterogeneity",1
"2750","landscapemetrics",1
"2751","landscapeplanning",1
"2752","landtitling",1
"2753","landtransfer",1
"2754","landuse/landcovertypes",1
"2755","landuseandlandcover",1
"2756","landuseandmanagements",1
"2757","landuseclassification",1
"2758","landusefunction",1
"2759","landusefunctions",1
"2760","landusemanagement",1
"2761","landusepattern",1
"2762","landusepolicy",1
"2763","landusesuitability",1
"2764","landusesustainability",1
"2765","landusesystems",1
"2766","landusetransition",1
"2767","landutilization",1
"2768","laodelphaxstriatellus",1
"2769","largegenomesize",1
"2770","largescalecultivations",1
"2771","largescaleproduction",1
"2772","lastglacialmaximum",1
"2773","laterite",1
"2774","lathyrussativus",1
"2775","law",1
"2776","lawofinheritance",1
"2777","lawsandlegislation",1
"2778","layinghen",1
"2779","leachate",1
"2780","leaching",1
"2781","leadership",1
"2782","leaf",1
"2783","leafblight",1
"2784","leaflitterdecomposition",1
"2785","leafrustresistance",1
"2786","leafyvegetables",1
"2787","learning",1
"2788","learningsystems",1
"2789","leastsquaresmethod",1
"2790","legalframework",1
"2791","legislationandjurisprudence",1
"2792","legislativeprovisions",1
"2793","lemons",1
"2794","lentils",1
"2795","lentinula",1
"2796","lessdevelopedtownships",1
"2797","lessknownvegetable",1
"2798","liangshan",1
"2799","lifecourseperspective",1
"2800","lightweightsoils",1
"2801","limitedirrigation",1
"2802","limitedirrigations",1
"2803","linearity",1
"2804","linearregression",1
"2805","linearregressionmethods",1
"2806","linkagedisequilibrium",1
"2807","linkagemap",1
"2808","lipidperoxidation",1
"2809","liquidchromatography",1
"2810","literacy",1
"2811","livelihoodenhancement",1
"2812","livelihoodimprovement",1
"2813","livelihoodimprovementandhomesteadvegetablecultivation",1
"2814","livelihoodportfoliosandrisks",1
"2815","livelihoodsdiversification",1
"2816","livelihoodstrategies",1
"2817","livelihoodvulnerability",1
"2818","livesoilpreservation",1
"2819","livestockanimals",1
"2820","livestockintensification",1
"2821","livestockproduction",1
"2822","livingresource",1
"2823","livingstandard",1
"2824","lobbyingactivities",1
"2825","localadaptation",1
"2826","localadaptivecapacity",1
"2827","localcommunities",1
"2828","localfood",1
"2829","localfoodsystems",1
"2830","localinstitutions",1
"2831","localknowledge",1
"2832","locationadvantage",1
"2833","loess",1
"2834","loesshillyregion",1
"2835","logistic-ismmodel",1
"2836","logisticcurve",1
"2837","logisticcurves",1
"2838","logisticmodel",1
"2839","logisticmodels",1
"2840","logisticregression",1
"2841","logistics",1
"2842","lombardy",1
"2843","long-termchange",1
"2844","long-termfieldexperiments",1
"2845","long-termperspective",1
"2846","longchuanvalley",1
"2847","longjiterraces",1
"2848","lonicera",1
"2849","losses",1
"2850","lowaltitudes",1
"2851","lowarsenicricevarieties",1
"2852","lowpowerelectronics",1
"2853","lowtemperature",1
"2854","luxurytranspiration",1
"2855","lycopersiconesculentum",1
"2856","lythraceae",1
"2857","macadamia",1
"2858","machinelearning",1
"2859","machinery",1
"2860","machinevision",1
"2861","macroeconomicpolicies",1
"2862","macrotyloma",1
"2863","magnesium",1
"2864","mahakali",1
"2865","maineffectandmultiplicativeinteraction(ammi)",1
"2866","maintenance",1
"2867","maintenancebreeding",1
"2868","maize–soybeanintercropping",1
"2869","maize/legumesintercropping",1
"2870","maizefield",1
"2871","maizegrowingseason",1
"2872","maizemonocropping",1
"2873","maizestalksreturntofield",1
"2874","makhana",1
"2875","malaysia",1
"2876","malushonanensis",1
"2877","managementandutilization",1
"2878","managementtechniques",1
"2879","manager",1
"2880","managingrisk",1
"2881","mandi",1
"2882","mangoindustry",1
"2883","mangokernel",1
"2884","manipur",1
"2885","mapping",1
"2886","mappingmethod",1
"2887","maps",1
"2888","maratlongriwildlifesanctuary",1
"2889","marginalfarmers",1
"2890","marginalization",1
"2891","marginallands",1
"2892","marker-assistedselection",1
"2893","marketdevelopment",1
"2894","marketingcapability",1
"2895","marketingchannelschoices",1
"2896","marketingmix",1
"2897","marketorientation",1
"2898","marketparticipation",1
"2899","marketsystem",1
"2900","markettransition",1
"2901","marsh",1
"2902","matchingcoefficient",1
"2903","maternalnutrition",1
"2904","mathematicalanalysis",1
"2905","mathematicalmodel",1
"2906","mathematicalparameters",1
"2907","mathura",1
"2908","matureleaves",1
"2909","maturity",1
"2910","mautam",1
"2911","maxent",1
"2912","maxentmodel",1
"2913","maxentmodels",1
"2914","maximumandminimumtemperatures",1
"2915","maximumentropyanalysis",1
"2916","mckinsey",1
"2917","meat",1
"2918","mechanicalprocessing",1
"2919","medicinalbioresources",1
"2920","medicinalproperties",1
"2921","meghalya",1
"2922","mekongregion",1
"2923","melaleucaalternifolia",1
"2924","melanthiaceae",1
"2925","meta-regressionanalysis",1
"2926","metabolismofcarbonandnitrogen",1
"2927","metabolomicanalysis",1
"2928","metafrontierproductionfunction",1
"2929","metaldrawing",1
"2930","metals",1
"2931","meteorology",1
"2932","methodology",1
"2933","methodologyframework",1
"2934","mexico[northamerica]",1
"2935","micraspis",1
"2936","microbialdiversity",1
"2937","microcredit",1
"2938","microgoats",1
"2939","microlivestock",1
"2940","micronutrientdeficiencies",1
"2941","microorganism",1
"2942","micropropagation",1
"2943","microsatellitemarker",1
"2944","microsatellitesmarkers",1
"2945","microtopography",1
"2946","mid-hillregion",1
"2947","middlehills",1
"2948","migrationdistance",1
"2949","mikania",1
"2950","mikaniamicrantha",1
"2951","mile-a-minute",1
"2952","millenniumdevelopmentgoals",1
"2953","mineralization",1
"2954","minerals",1
"2955","minimaleffectivemicrobiomeset",1
"2956","minorcrops",1
"2957","minoritygroup",1
"2958","minoritygroups",1
"2959","minormillets",1
"2960","mitespredators",1
"2961","mixedgrassstrip",1
"2962","mixedmountainagriculture",1
"2963","mobileapplications",1
"2964","mobiledevices",1
"2965","modeling",1
"2966","modelling",1
"2967","modernagriculture",1
"2968","moderntechnologies",1
"2969","moisturecontent",1
"2970","molecularbiology",1
"2971","molecularcharacterization",1
"2972","mongolia",1
"2973","monitoring",1
"2974","monoeciousgourd",1
"2975","monsoonrains",1
"2976","moringa",1
"2977","moringaleafextracts",1
"2978","moringaoleifera",1
"2979","morphologicalcharacterization",1
"2980","morphologicalfeatures",1
"2981","morphologicaltraits",1
"2982","morphometry",1
"2983","morusnigra",1
"2984","mosaicagriculturallandscape",1
"2985","moss",1
"2986","mother",1
"2987","mother-childrelations",1
"2988","motherchildrelation",1
"2989","mothers",1
"2990","motivation",1
"2991","mountain",1
"2992","mountain-typeagritourism(mta)",1
"2993","mountainagro-ecosystem",1
"2994","mountainfarmingsystem",1
"2995","mountainfoodsystems",1
"2996","mountainousarea",1
"2997","mountainousregions",1
"2998","mountainregions",1
"2999","mountainspecificities",1
"3000","mucunapruriens",1
"3001","mulch",1
"3002","multi-level",1
"3003","multi-levelmodel",1
"3004","multicenterstudy",1
"3005","multicriteriaanalysis",1
"3006","multifunctionalagriculturalcluster",1
"3007","multifunctionalagriculture",1
"3008","multifunctionalrural",1
"3009","multimediamodule",1
"3010","multipleecosystemservices",1
"3011","multipleregression",1
"3012","multipleregressionmodel",1
"3013","multivariateanalysis",1
"3014","multivariateregressionmodels",1
"3015","muntiacus",1
"3016","musaxparadisiaca",1
"3017","muscle",1
"3018","musellalasiocarpa",1
"3019","mushroom",1
"3020","mutagenesis",1
"3021","mutagenicity",1
"3022","mutagens",1
"3023","mutants",1
"3024","mutation",1
"3025","mycorrhiza",1
"3026","mycorrhizalcolonization",1
"3027","mymensingh",1
"3028","myricaceae",1
"3029","n-rate",1
"3030","nabanriver",1
"3031","nan",1
"3032","nanocarriers",1
"3033","nanofertilizers",1
"3034","nanomaterials",1
"3035","nanoparticles",1
"3036","nationalhorticulturemission",1
"3037","nationallevel",1
"3038","nationallyimportantagriculturalheritagesystems(niahs)",1
"3039","nativespecies",1
"3040","naturaldisasters",1
"3041","naturalforestconservationprogram",1
"3042","naturalgas",1
"3043","naturalselection",1
"3044","naturalvegetation",1
"3045","naturereservesystem",1
"3046","naxi",1
"3047","neareast",1
"3048","neglectedandunderutilizedcrops",1
"3049","neglectedandunderutilizedspecies(nus)",1
"3050","neimonggol",1
"3051","nematoda",1
"3052","nematode",1
"3053","neolithic",1
"3054","neonicotinoids",1
"3055","nervoussystem",1
"3056","nesaving",1
"3057","netreturns",1
"3058","networkanalysis",1
"3059","networkconnectivity",1
"3060","networkformation",1
"3061","neuralnetworks",1
"3062","neurologicdisease",1
"3063","neutraceuticals",1
"3064","newarradish",1
"3065","newdelhi",1
"3066","newhorizons",1
"3067","newlandusepolicy",1
"3068","newparadigmofeco-agriculture",1
"3069","next-generationsequencing",1
"3070","ngs",1
"3071","nicaragua",1
"3072","niche",1
"3073","nichedifferentiation",1
"3074","nichemarkets",1
"3075","nicotianatabacum",1
"3076","nigella",1
"3077","nigellasativa",1
"3078","nilaparvatalugens",1
"3079","ningbo",1
"3080","nitrate",1
"3081","nitrogenandphosphorusloss",1
"3082","nitrogenapplicationrates",1
"3083","nitrogenaseactivity",1
"3084","nitrogencycling",1
"3085","nitrogenfertilizer",1
"3086","nitrogenfertilizers",1
"3087","nitrogenfixation",1
"3088","nitrogenfootprint",1
"3089","nitrogenisotope",1
"3090","nitrogenoxides",1
"3091","nitrogenstock",1
"3092","nitrogenstocks",1
"3093","nitrogenstorages",1
"3094","nitrospirae",1
"3095","nitrousoxide",1
"3096","nlevels",1
"3097","nlp",1
"3098","nocte",1
"3099","noctuidae",1
"3100","nomadicpastoralism",1
"3101","non-grainproduction",1
"3102","non-timberforestproducts",1
"3103","noncovalentbinding",1
"3104","nontimberforestproduct",1
"3105","north-eastindia",1
"3106","northamerica",1
"3107","northeasternregion",1
"3108","northernregion[thailand]",1
"3109","northhimalayanregion",1
"3110","northwestchina",1
"3111","northwesternchina",1
"3112","northwesthimalayas",1
"3113","noveldisease-resistantgermplasm",1
"3114","nrhotspots",1
"3115","ntfpdomestication",1
"3116","ntfppolicy",1
"3117","ntfps",1
"3118","nuclearenergy",1
"3119","nuclearfuels",1
"3120","nuclearmicrosatellites",1
"3121","nuclearpower",1
"3122","nucleotidediversity",1
"3123","nut",1
"3124","nutraceuticalandnutritionalcomposition",1
"3125","nutraceuticalproperties",1
"3126","nutrientacquisition",1
"3127","nutrientcontent",1
"3128","nutrientcontents",1
"3129","nutrientcycling",1
"3130","nutrientdeficiency",1
"3131","nutrientenrichment",1
"3132","nutrientloading",1
"3133","nutrientpatch",1
"3134","nutrientrecycling",1
"3135","nutrition-sensitiveagriculture",1
"3136","nutritionalrequirement",1
"3137","nutritionandhealth",1
"3138","nutritionandhealthbenefits",1
"3139","nutritioneducation",1
"3140","nutritionlegislation",1
"3141","nutritionmanagement",1
"3142","nutritionorientation",1
"3143","nutritionsecurity",1
"3144","nuts",1
"3145","nwyunnan",1
"3146","object-orientedinterfaces",1
"3147","observationalmethod",1
"3148","occupancy",1
"3149","oceanecosystem",1
"3150","off-farmemployment",1
"3151","oilsandfats",1
"3152","oilseeds",1
"3153","olea",1
"3154","oleaferruginea",1
"3155","olivetree",1
"3156","omics",1
"3157","on-farmagrobiodiversity",1
"3158","on-farminterventions",1
"3159","on-farmmanagement",1
"3160","on-farmresearch",1
"3161","on-goingmonitoring",1
"3162","onlineusers",1
"3163","opportunities",1
"3164","opportunitycostofon-farmconservation",1
"3165","opportunitycosts",1
"3166","optimumconditions",1
"3167","orangejuice",1
"3168","oranges",1
"3169","oredeposit",1
"3170","orf100",1
"3171","organic",1
"3172","organicacids",1
"3173","organicamendments",1
"3174","organicandconventionalfarming",1
"3175","organiccarbonpool",1
"3176","organiccarbonpools",1
"3177","organiccompounds",1
"3178","organiccultivation",1
"3179","organicfertilizers",1
"3180","organicfood",1
"3181","organicfoodproduction",1
"3182","organicmanure",1
"3183","organicmatterproduction",1
"3184","organicmission",1
"3185","organicwaste",1
"3186","organismalinteractions",1
"3187","organization",1
"3188","organizationaltrust",1
"3189","organizationandmanagement",1
"3190","organochlorinepesticideresidues",1
"3191","organochlorinepesticides",1
"3192","origin",1
"3193","orphancrop",1
"3194","orphancrops",1
"3195","oryzarufipogon",1
"3196","oryzasatival.",1
"3197","osmolytes",1
"3198","osmopriming",1
"3199","overexploitation",1
"3200","overyielding",1
"3201","ovisaries",1
"3202","ownership",1
"3203","oxalidaceae",1
"3204","oxidation",1
"3205","oxidativestress",1
"3206","paanjhum",1
"3207","paisangdryleaves",1
"3208","paleodiet",1
"3209","paleoecologicaltimeseries",1
"3210","paleoecology",1
"3211","palmoil",1
"3212","palpa",1
"3213","palsar-2",1
"3214","pam",1
"3215","pamirmountains",1
"3216","paneldata",1
"3217","panicum",1
"3218","panicummiliaceum",1
"3219","panicummiliaceuml.varieties",1
"3220","papilionoidea",1
"3221","paradigmshift",1
"3222","paraextensionworkers",1
"3223","parasite",1
"3224","parasites",1
"3225","parasitism",1
"3226","parasitoid",1
"3227","parent",1
"3228","parideae",1
"3229","paris",1
"3230","parkiatimoriana",1
"3231","participatorybreeding",1
"3232","participatorymanagement",1
"3233","participatorypolicies",1
"3234","participatoryruralappraisal",1
"3235","particle-sizefractions",1
"3236","particulateorganiccarbon",1
"3237","partitioning",1
"3238","partnerships",1
"3239","pastoraldevelopment",1
"3240","pastoralsystem",1
"3241","pasture",1
"3242","patents",1
"3243","pathanalysis",1
"3244","pathchoice",1
"3245","pathogenicity",1
"3246","pattern",1
