"","Combine","n"
"2231","croppingseason",1
"2232","croppingsequences",1
"2233","croppingsystemregion",1
"2234","cropplantdiversity",1
"2235","cropraiding",1
"2236","croprotations",1
"2237","croprotationsystem",1
"2238","crops/croppingsystemdiversification",1
"2239","cropsdiseasediagnosis",1
"2240","cropvariety",1
"2241","cropyields",1
"2242","cross-resistance",1
"2243","cross-sectionalstudies",1
"2244","cross-sectionalstudy",1
"2245","crossborder",1
"2246","crossresistance",1
"2247","crotalariajuncea",1
"2248","cruciferousvegetables",1
"2249","csle",1
"2250","culinary",1
"2251","cultivars",1
"2252","cultivatedlandplantingstructure",1
"2253","cultivatedlandusedecision-making",1
"2254","cultivatedlegumes",1
"2255","cultivatedspecies",1
"2256","cultivationandmanagement",1
"2257","cultivationintensity",1
"2258","culturalanthropology",1
"2259","culturalcharacteristics",1
"2260","culturaldiversity",1
"2261","culturalecosystemservicedemand",1
"2262","culturalecosystemservicesupply",1
"2263","culturalgroups",1
"2264","culturalhistory",1
"2265","culturalindicators",1
"2266","culturallandscape",1
"2267","culturaltourism",1
"2268","culturaluses",1
"2269","culturalvalue",1
"2270","culturesupernatant",1
"2271","curdione",1
"2272","currentstatus",1
"2273","customerdemands",1
"2274","cyclohexane",1
"2275","cytonucleardiscordance",1
"2276","dailylifeactivity",1
"2277","dairy",1
"2278","dairyfarming",1
"2279","dairyproduction",1
"2280","damage",1
"2281","darchula",1
"2282","dataacquisition",1
"2283","datahandling",1
"2284","datainformations",1
"2285","datamining",1
"2286","dataprocessing",1
"2287","dataset",1
"2288","datavisualization",1
"2289","dde",1
"2290","ddt",1
"2291","decadalvariation",1
"2292","decanol",1
"2293","decapoda(crustacea)",1
"2294","deceleration",1
"2295","deciduoustree",1
"2296","decisionsupportsystems",1
"2297","decisiontrees",1
"2298","decompositioneffect",1
"2299","deepneuralnetworks",1
"2300","deficitirrigation",1
"2301","degradedlands",1
"2302","dehydration",1
"2303","delhi",1
"2304","deltacadinene",1
"2305","demand-sidemanagement",1
"2306","demandcreation",1
"2307","demographiccharacteristics",1
"2308","demographicsurvey",1
"2309","demographictrend",1
"2310","deoxynivalenol(don)",1
"2311","dependency",1
"2312","descriptors",1
"2313","desert",1
"2314","desertification",1
"2315","designandimplementations",1
"2316","determinantsofagriculturalsystems",1
"2317","determinantsoflanduse",1
"2318","detoxification",1
"2319","developingtrend",1
"2320","developmentdiscourse",1
"2321","developmentframework",1
"2322","developmentorientation",1
"2323","developmentpotentials",1
"2324","developmentstrategy",1
"2325","developmenttheory",1
"2326","deviation",1
"2327","dhaka[bangladesh]",1
"2328","diabetesmellitus",1
"2329","diazotroph",1
"2330","dichlorodiphenyltrichloroethane",1
"2331","dietaryexposure",1
"2332","dietarypatterns",1
"2333","dietaryshift",1
"2334","dietarysurveys",1
"2335","dietarytransitions",1
"2336","dietbreadth",1
"2337","dietchange",1
"2338","differentialoptimums",1
"2339","differentiation",1
"2340","diffusepollution",1
"2341","diffusions",1
"2342","digestivedisorders",1
"2343","digestivesystemdiseases",1
"2344","digestivesystemfunctiondisorder",1
"2345","digitalelevationmodel",1
"2346","digitalimageprocessing(dip)",1
"2347","dilution",1
"2348","diploknemabutyracea",1
"2349","directseededrice",1
"2350","discretechoiceanalysis",1
"2351","discretechoiceexperiments",1
"2352","diseaseassociation",1
"2353","diseasecontrol",1
"2354","diseaseindex",1
"2355","diseasemanagement",1
"2356","diseaseresistance",1
"2357","diseaseresistancegene",1
"2358","diseasesuppression",1
"2359","disinfectantagent",1
"2360","disinfectants",1
"2361","dispersal",1
"2362","dispersalability",1
"2363","distance",1
"2364","distribution",1
"2365","distributioncharacteristics",1
"2366","distributionmaps",1
"2367","distributionpatterns",1
"2368","diversifiedshrimp-riceagroecosystems",1
"2369","diversifiedutilization",1
"2370","diversitychange",1
"2371","diversityofofferings",1
"2372","diversitysystems",1
"2373","dmormathematicalmodel",1
"2374","dna",1
"2375","dnamodification",1
"2376","dnasequence",1
"2377","dnasequences",1
"2378","domain-specificrecommendation",1
"2379","domestic",1
"2380","domesticcredit",1
"2381","domesticgoat",1
"2382","domesticspecies",1
"2383","domesticwaste",1
"2384","dominant",1
"2385","dongpeople",1
"2386","dongsheng",1
"2387","donors",1
"2388","doublebondpositions",1
"2389","downymildew",1
"2390","dracocephalum",1
"2391","draftanimal",1
"2392","drainage",1
"2393","drainagedensity",1
"2394","draughtanimals",1
"2395","drinking-water",1
"2396","droughttolerance",1
"2397","drugisolation",1
"2398","drugresistance",1
"2399","drylandfarming",1
"2400","dryleaves",1
"2401","dryseason",1
"2402","dryzoneofmyanmar",1
"2403","dssat",1
"2404","dulong",1
"2405","dulongvalley",1
"2406","dus",1
"2407","e-commerce",1
"2408","e-commerceagribusiness",1
"2409","e.b.balfour",1
"2410","eastafrica",1
"2411","eastasia",1
"2412","easternindia",1
"2413","easternuttarpradesh",1
"2414","eastsiang",1
"2415","echinochloacolona",1
"2416","echinochloaesculenta",1
"2417","echinochloafrumentacea",1
"2418","echinochloaspp",1
"2419","eco-agriculture",1
"2420","eco-distributionmapping",1
"2421","eco-economiczone",1
"2422","eco-farm",1
"2423","eco-geochemicalassessment",1
"2424","ecological
region",1
"2425","ecologicalapproach",1
"2426","ecologicalbenefits",1
"2427","ecologicalcarryingcapacity",1
"2428","ecologicalcivilization",1
"2429","ecologicaldamage",1
"2430","ecologicaldynamics",1
"2431","ecologicalenvironments",1
"2432","ecologicalfactors",1
"2433","ecologicalindustrialization",1
"2434","ecologicalintensification",1
"2435","ecologicallysoundlandusechange",1
"2436","ecologicalmanagementpestinsects",1
"2437","ecologicalnetworkanalysis",1
"2438","ecologicalnichemodel",1
"2439","ecologicalprotection",1
"2440","ecologicalsolution",1
"2441","ecologicalvalueassessment",1
"2442","ecologicalvulnerability",1
"2443","econometricmodel",1
"2444","econometrics",1
"2445","economic",1
"2446","economicandenvironmentalperformance",1
"2447","economicbenefits",1
"2448","economiccharacterization",1
"2449","economiccost",1
"2450","economicequilibrium",1
"2451","economicimpact",1
"2452","economicincentive",1
"2453","economicperspective",1
"2454","economicreform",1
"2455","economicreturns",1
"2456","economicsectors",1
"2457","economicsystem",1
"2458","economictransition",1
"2459","economicviability",1
"2460","economicvulnerability",1
"2461","economiesofscope",1
"2462","economyofscale",1
"2463","ecosystemdegradation",1
"2464","ecosystemhealth",1
"2465","ecosystemmanagement",1
"2466","ecosystemprotection",1
"2467","ecosystemrestoration",1
"2468","ecotone",1
"2469","ecotypes",1
"2470","edgedetection",1
"2471","edgedetectionmethods",1
"2472","educationaldevelopment",1
"2473","educationalstatus",1
"2474","educationandknowledgepovertyalleviation",1
"2475","effectassessment",1
"2476","efficacy",1
"2477","efficiencyperformance",1
"2478","eggs",1
"2479","elaeagnaceae",1
"2480","elaeagnus",1
"2481","elaeagnuslatifolia",1
"2482","elaeis",1
"2483","electricdischarges",1
"2484","electricinstrumenttransformers",1
"2485","electricnetworkanalysis",1
"2486","elevation",1
"2487","elevationgradient",1
"2488","emergence",1
"2489","emergy",1
"2490","emergysynthesis",1
"2491","emissioninventory",1
"2492","emissionmitigation",1
"2493","emissionsmitigation",1
"2494","emissionstrading",1
"2495","empiricalstudies",1
"2496","ems",1
"2497","endemicspecies",1
"2498","endosulphansulphate",1
"2499","endowmentresources",1
"2500","energy-useefficiency",1
"2501","energyconservation",1
"2502","energycrisis",1
"2503","energyflow",1
"2504","energyinputs",1
"2505","energyoutput",1
"2506","energypolicy",1
"2507","energyproductions",1
"2508","energyresource",1
"2509","energysavings",1
"2510","energyuseefficiency",1
"2511","energyyield",1
"2512","engine",1
"2513","engines",1
"2514","england",1
"2515","enhancement",1
"2516","enhancingfarmer'sincome",1
"2517","enterpriseresourceplanning",1
"2518","enterprisesurvey",1
"2519","entomopathogenicmicroorganisms",1
"2520","entrepreneurship",1
"2521","environment(builtandnatural)–agriculture",1
"2522","environmental",1
"2523","environmentalaspectsandrelatedphenomena",1
"2524","environmentalbenefits",1
"2525","environmentalcarryingcapacity",1
"2526","environmentalchanges",1
"2527","environmentalcompensation",1
"2528","environmentalconditions",1
"2529","environmentalconsequences",1
"2530","environmentalconservation",1
"2531","environmentalconstraint",1
"2532","environmentaldamage",1
"2533","environmentaldecisionmaking",1
"2534","environmentaleffects",1
"2535","environmentalenrichment",1
"2536","environmentalfactors",1
"2537","environmentalfluctuations",1
"2538","environmentalhealthandsafety",1
"2539","environmentalimpactquotient",1
"2540","environmentalindex",1
"2541","environmentalindicators",1
"2542","environmentalkuznetscurve",1
"2543","environmentalkuznetscurves",1
"2544","environmentalloads",1
"2545","environmentalpolitics",1
"2546","environmentalpollutions",1
"2547","environmentalpressures",1
"2548","environmentalproblems",1
"2549","environmentalresearch",1
"2550","environmentalrestorationandremediation",1
"2551","environmentaluncertainty",1
"2552","environmentquality",1
"2553","epidemiology",1
"2554","equilibrium",1
"2555","equusasinus",1
"2556","eriolobus",1
"2557","eriolobusindica",1
"2558","essentialoilcomposition",1
"2559","essentialoils",1
"2560","esthetics",1
"2561","estimation",1
"2562","esurvey",1
"2563","ethicandvalues",1
"2564","ethics",1
"2565","ethiopia",1
"2566","ethniccommunities",1
"2567","ethnictraditionalcultures",1
"2568","ethnographicresearch",1
"2569","ethnozoology",1
"2570","ethylene",1
"2571","ethylmethanesulphonate",1
"2572","eucalyptuscamaldulensis",1
"2573","eulophidae",1
"2574","euryaleferox",1
"2575","euryaleferoxsalisb",1
"2576","eutrophication",1
"2577","evaluationmodel",1
"2578","evaluationmodeling",1
"2579","everydaypractice",1
"2580","evolution",1
"2581","evolutionaryadaptation",1
"2582","evolutionaryeconomics",1
"2583","evolutionaryhistory",1
"2584","ex-situconservation",1
"2585","excreta",1
"2586","experiment",1
"2587","experiments",1
"2588","expertfarmer",1
"2589","expertknowledge",1
"2590","exploitation",1
"2591","extensioneducation",1
"2592","extensiongap",1
"2593","externalresources",1
"2594","extinctionrisk",1
"2595","extraction",1
"2596","extrapolation",1
"2597","exudate",1
"2598","f.h.king",1
"2599","face-to-faceinterview",1
"2600","facilitatingandinhibitingfactors",1
"2601","facilitation",1
"2602","fagopyrum",1
"2603","fallowagroecosystems",1
"2604","fallowforests",1
"2605","families",1
"2606","familyfarm",1
"2607","familyincome",1
"2608","familynutrition",1
"2609","far-easternhimalayas",1
"2610","farm-technology",1
"2611","farmassessmentindex",1
"2612","farmbases",1
"2613","farmcategory",1
"2614","farmcrops",1
"2615","farmer-bredcultivars",1
"2616","farmer-breeder-chef-consumernexus",1
"2617","farmer'sdecisionmaking",1
"2618","farmeradvisoryservices",1
"2619","farmercooperative",1
"2620","farmerfieldschools",1
"2621","farmerhousehold",1
"2622","farmerlivelihoods",1
"2623","farmerorganizationpapertyperesearchpaper",1
"2624","farmerperception",1
"2625","farmers",1
"2626","farmers'organization",1
"2627","farmers'satisfaction",1
"2628","farmers'socioculturalperception",1
"2629","farmers'varieties",1
"2630","farmers’entrepreneurship",1
"2631","farmers’knowledge",1
"2632","farmers’rights",1
"2633","farmers’varieties",1
"2634","farmerselection",1
"2635","farmersincome",1
"2636","farmersparticipatoryapproach",1
"2637","farmersrights",1
"2638","farmheterogeneity",1
"2639","farmholding",1
"2640","farmincome",1
"2641","farmlandproductivity",1
"2642","farmmanagement",1
"2643","farmmechanization",1
"2644","farmperformance",1
"2645","farmproductiondiversity",1
"2646","farmproductivity",1
"2647","farmservicecentres(fsc)",1
"2648","farmstructures",1
"2649","farmtechnology",1
"2650","farmtechnologyintensification",1
"2651","farmtrees",1
"2652","farmtypology",1
"2653","farnesol",1
"2654","fattyacid",1
"2655","feed",1
"2656","feedbacksystem",1
"2657","feedingbehavior",1
"2658","feeds",1
"2659","feedstock",1
"2660","feminism",1
"2661","feminization",1
"2662","feminizationofagriculture",1
"2663","fertilizationregimescamelliasinensis",1
"2664","fertilizerapplications",1
"2665","fertilizerconsumption",1
"2666","festival",1
"2667","ficushispida",1
"2668","ficuspalmata",1
"2669","ficussemicordata",1
"2670","field",1
"2671","fieldexperiment",1
"2672","fieldoperation",1
"2673","fieldpea",1
"2674","filling",1
"2675","finance",1
"2676","finger-millet",1
"2677","fingerprinting",1
"2678","firmsize",1
"2679","fishculture",1
"2680","flavonoid",1
"2681","flavonoids",1
"2682","floodplain",1
"2683","floristicdiversity",1
"2684","flow",1
"2685","flower",1
"2686","flowerbuddifferentiation",1
"2687","flowering",1
"2688","floweringground-cover",1
"2689","flowvisualization",1
"2690","fluorine",1
"2691","focusgroupdiscussion",1
"2692","focusgroups",1
"2693","fodderavailability",1
"2694","foddertrees",1
"2695","folksoiltaxonomy",1
"2696","food-feed-bioenergy-cropresiduetradeoff",1
"2697","food-water-energynexus",1
"2698","foodandlivelihoodsecurity",1
"2699","foodandnutritionalsecurity",1
"2700","foodbiotechnology",1
"2701","foodcomposition",1
"2702","foodcontamination",1
"2703","fooddistribution",1
"2704","foodfrequencymethod",1
"2705","foodgrainproduction",1
"2706","foodhandling",1
"2707","foodinsecurity",1
"2708","foodinspection",1
"2709","foodlaw",1
"2710","foodliteracy",1
"2711","foodpolicypapertypegeneralreview",1
"2712","foodprovisioning",1
"2713","foodretailing",1
"2714","foodsector",1
"2715","foodstorage",1
"2716","foodsubsidies",1
"2717","foodsufficiency",1
"2718","foodsupplychain",1
"2719","foodsystem",1
"2720","foodsystems",1
"2721","foodtechnology",1
"2722","foodtraceability",1
"2723","foodvaluechain",1
"2724","foodvulnerability",1
"2725","forage",1
"2726","foragers",1
"2727","foragingactivity",1
"2728","foragingbehavior",1
"2729","foragingefficiency",1
"2730","foragingstrategy",1
"2731","forestdepartment",1
"2732","forestdynamics",1
"2733","forestplantations",1
"2734","forestproduct",1
"2735","forestrypractice",1
"2736","forestrytechnologies",1
"2737","forestsoil",1
"2738","forthcoming",1
"2739","foxnut",1
"2740","fragaria",1
"2741","fragariaxananassa",1
"2742","fragilehimalayan",1
"2743","fragmentations",1
"2744","frame",1
"2745","frankliniellaoccidentalis",1
"2746","freshapples",1
"2747","freshwater",1
"2748","friendship",1
"2749","frontlinedemonstrations",1
"2750","fruitproduction",1
"2751","fujian",1
"2752","functionalbiodiversity",1
"2753","functionalgenomics",1
"2754","functionalgroup",1
"2755","functionalmorphology",1
"2756","functionalproperties",1
"2757","functionalrole",1
"2758","functionandsustainablelivelihood",1
"2759","functionevaluation",1
"2760","fungalplantdisease",1
"2761","fungustransmission",1
"2762","furrowirrigation",1
"2763","fusarium",1
"2764","fusariumfujikuroi",1
"2765","fusariumspp.",1
"2766","futureofsmallfarms",1
"2767","futureoptions",1
"2768","futureresearchdirections",1
"2769","futuresmartcrop",1
"2770","futuresmartfoods",1
"2771","fuzhou",1
"2772","fuzzyinference",1
"2773","fuzzyinferencesystem",1
"2774","fuzzyinferencesystems",1
"2775","fuzzysystems",1
"2776","gallusgallus",1
"2777","gammacadinene",1
"2778","gammaeudesmol",1
"2779","gammaradiation",1
"2780","gangeticplain",1
"2781","garden",1
"2782","gardenpea",1
"2783","garhwalhimalaya",1
"2784","gasanalysis",1
"2785","gaschromatography",1
"2786","gaschromatography-massspectrometries(gc-ms)",1
"2787","gaschromatography-massspectrometry",1
"2788","gaschromatographymassspectrometry",1
"2789","gasemissions",1
"2790","gastrointestinaldisease",1
"2791","gastronomytourism",1
"2792","gdp",1
"2793","geac",1
"2794","genderandautonomousadaptation",1
"2795","genderdisparity",1
"2796","gendereddivisionsoflabour",1
"2797","genderedvulnerability",1
"2798","genderequality",1
"2799","genderequity",1
"2800","genderidentity",1
"2801","gendermainstreaming",1
"2802","genebank",1
"2803","genebanksstandards",1
"2804","genecluster",1
"2805","genedonor",1
"2806","genefrequency",1
"2807","geneidentification",1
"2808","geneintrogressions",1
"2809","genelinkagedisequilibrium",1
"2810","generalizedadditivemodel",1
"2811","generationtime",1
"2812","genestructure",1
"2813","genetargeting",1
"2814","geneticallymodified",1
"2815","geneticandgenomicresources",1
"2816","geneticconservation",1
"2817","geneticdifferentiation",1
"2818","geneticdivergence",1
"2819","geneticgains",1
"2820","geneticline",1
"2821","geneticrecombination",1
"2822","geneticrelationship",1
"2823","geneticresourcesconservation",1
"2824","geneticresourcespolicy",1
"2825","geneticsimilarity",1
"2826","geneticspeciation",1
"2827","geneticsusceptibility",1
"2828","genetransfer",1
"2829","genomeediting",1
"2830","genomesequences",1
"2831","genomesequencing",1
"2832","genomics-assistedbreeding",1
"2833","genotype-environmentinteraction(gei)",1
"2834","genotypes",1
"2835","genotyping",1
"2836","geographicallyweightedregression(gwr)",1
"2837","geographicalregions",1
"2838","geographicorigin",1
"2839","geologicmodels",1
"2840","geomorphichazards",1
"2841","geranium",1
"2842","germacrened",1
"2843","germinationmetabolism",1
"2844","germplasmconservation",1
"2845","germplasmconservationmanagement",1
"2846","getartarybuckwheat",1
"2847","ghaziabad",1
"2848","ghnp",1
"2849","giantafricansnail",1
"2850","gibberellafujikuroi",1
"2851","gissystem",1
"2852","gissystems",1
"2853","glaciallake",1
"2854","glaciation",1
"2855","glacier",1
"2856","glacierfluctuations",1
"2857","glaciers",1
"2858","gliricidia",1
"2859","globalagriculture",1
"2860","globalaveraging",1
"2861","globalclimate",1
"2862","globalclimatechanges",1
"2863","globalpoultrytrade",1
"2864","globalvaluechain",1
"2865","globalwarmingpotential",1
"2866","globec",1
"2867","glucosinolate",1
"2868","glucosinolates",1
"2869","glutinousrice",1
"2870","glycinesoja",1
"2871","gmcrops",1
"2872","goatry",1
"2873","godavaribasin",1
"2874","gorgonnut",1
"2875","gossypium",1
"2876","governmentintervention",1
"2877","governmentofindia",1
"2878","governments",1
"2879","governmentsectors",1
"2880","grain",1
"2881","grain-to-greenprogram",1
"2882","grainforgreenpolicy",1
"2883","grainforgreenprojects",1
"2884","grainforgreenprojects(ggp)",1
"2885","grainproductiontransition",1
"2886","grainquality",1
"2887","grainsecurity",1
"2888","gram",1
"2889","grapefruit",1
"2890","grasspea",1
"2891","grazingmanagement",1
"2892","greaterhimalayas",1
"2893","greenfood",1
"2894","greenfoodbase",1
"2895","greenhouseeffect",1
"2896","greenhousegasesemissions",1
"2897","greenmanure",1
"2898","greenmanuring",1
"2899","grevillearobusta",1
"2900","greyrelationalanalysis",1
"2901","gridlevels",1
"2902","grossnationalproduct",1
"2903","groundcover",1
"2904","groundwater",1
"2905","groundwatercontamination",1
"2906","groundwatermarkets",1
"2907","groundwaterpollution",1
"2908","groundwaterresources",1
"2909","growingmedia",1
"2910","growthanddevelopment",1
"2911","growthimprovement",1
"2912","growthinhibition",1
"2913","growthinsales",1
"2914","growthkinetics",1
"2915","growthpromotion",1
"2916","growthresponse",1
"2917","growthtraits",1
"2918","grpi",1
"2919","guaiol",1
"2920","guangxi",1
"2921","guizhou",1
"2922","gujarat",1
"2923","gulmi",1
"2924","gwas",1
"2925","ɣ-hch",1
"2926","haaj",1
"2927","habit",1
"2928","habitatmanipulation",1
"2929","handweeding",1
"2930","hangzhou",1
"2931","hani",1
"2932","haplotypes",1
"2933","hardwoods",1
"2934","harnaisheep",1
"2935","harvestedwildspecies",1
"2936","harvestrate",1
"2937","hazards",1
"2938","healers",1
"2939","healthandsafety",1
"2940","healthpolicy",1
"2941","healthrisk",1
"2942","healthrisks",1
"2943","healthstatus",1
"2944","heat",1
"2945","heatstress",1
"2946","heavymetals",1
"2947","hedgerows",1
"2948","heliothis",1
"2949","helwingiajaponica",1
"2950","hemoglobin",1
"2951","hemoglobins",1
"2952","heptadecene",1
"2953","herbalstate",1
"2954","herbicide",1
"2955","herbicides",1
"2956","herding",1
"2957","heritable",1
"2958","heritageconservation",1
"2959","heritageseedbank",1
"2960","heterosis",1
"2961","heuristicalgorithms",1
"2962","hexadecane",1
"2963","hexylcinnamaldehyde",1
"2964","hexylisovalerate",1
"2965","high-altituderice",1
"2966","high-densityplantation",1
"2967","high-voltagedischarges",1
"2968","highcosts",1
"2969","highenergy",1
"2970","highlandagroecosystems",1
"2971","highlandaquaticresources",1
"2972","highlyelevatedregion",1
"2973","highmountains",1
"2974","highproductivity",1
"2975","highrate",1
"2976","highschoolstudents",1
"2977","hightemperature",1
"2978","hightemperatureandhumidity",1
"2979","highyieldingvarieties",1
"2980","hillecosystem",1
"2981","hillfarmingsystem",1
"2982","hillyandmountainousareas",1
"2983","himalayanagroecosystems",1
"2984","himalayanhoneyhunting",1
"2985","himalayanregions",1
"2986","hindu-kushhimalaya",1
"2987","hindu-kushhimalayanregion",1
"2988","hindukush-himalayanmountainsystems",1
"2989","hindukushhimalaya",1
"2990","hindukushhimalayanregion",1
"2991","hippophaerhamnoides",1
"2992","historicalgeography",1
"2993","historicalrecord",1
"2994","holisticapproaches",1
"2995","holobiont",1
"2996","homegardenmacrostructure",1
"2997","homegardenspecies",1
"2998","homegardensystemsandpractices",1
"2999","homesteadforests",1
"3000","homesteadgardeningmodel",1
"3001","honey",1
"3002","honeybee",1
"3003","honeybeepopulation",1
"3004","honeybees",1
"3005","honeyflora",1
"3006","honeyproduction",1
"3007","hordeumspecies",1
"3008","hordeumvulgare",1
"3009","horizontal",1
"3010","horizontalgenetransfer",1
"3011","hormones",1
"3012","horticulturecolocasiaesculenta",1
"3013","host-parasitoidinteraction",1
"3014","host-symbiontinteraction",1
"3015","hostileenvironments",1
"3016","hostplants",1
"3017","hostspecificity",1
"3018","hotspots",1
"3019","housegardens",1
"3020","householdexpenditure",1
"3021","householdproductionanddietarydiversity",1
"3022","households'assets",1
"3023","householdstructure",1
"3024","hullessbarley",1
"3025","human-wildlifeconflict",1
"3026","humanactivities",1
"3027","humanbehavior",1
"3028","humancapitalaccumulation",1
"3029","humancell",1
"3030","humanexcreta",1
"3031","humanhealth",1
"3032","humanintervention",1
"3033","humanitarianaid",1
"3034","humanlabor",1
"3035","humanrelation",1
"3036","humansettlement",1
"3037","humulene",1
"3038","humuleneepoxide",1
"3039","humus",1
"3040","humustheoryofplantnutrition",1
"3041","hybridformoforganization",1
"3042","hybridizationspeciation",1
"3043","hybrids",1
"3044","hydrocarbons",1
"3045","hydrogeology",1
"3046","hydrologicalhazards",1
"3047","hydrology",1
"3048","hygiene",1
"3049","hypertension",1
"3050","hypothesistesting",1
"3051","hypsometricanalysis",1
"3052","hypsometriccurve",1
"3053","hypsometricintegral",1
"3054","hypsometry",1
"3055","hyssopuspallidus",1
"3056","iaritechnologies",1
"3057","ibuprofen",1
"3058","ica",1
"3059","ideas",1
"3060","ideational",1
"3061","identification",1
"3062","identification(controlsystems)",1
"3063","identificationmethod",1
"3064","identityexpressiveness",1
"3065","ideology",1
"3066","ifs",1
"3067","imageclassification",1
"3068","imageenhancement",1
"3069","imageprocessingtechnique",1
"3070","imagesegmentation",1
"3071","impact",1
"3072","impoverishedmountainousarea",1
"3073","improvedagronomicpractices",1
"3074","improvedseed",1
"3075","improvedvarieties",1
"3076","improvement",1
"3077","in-situlive-mulching",1
"3078","inbreeding",1
"3079","inbreedingdepression",1
"3080","incentivemechanisms",1
"3081","incentives",1
"3082","incomeearning",1
"3083","incomegeneration",1
"3084","increasingtemperatures",1
"3085","india.",1
"3086","indianhimalayanmountains",1
"3087","indianhimalayas",1
"3088","indianrice",1
"3089","indicators",1
"3090","indicators(chemical)",1
"3091","indicatorsofagrobiodiversity",1
"3092","indigenouscommunities",1
"3093","indigenousfoodsystem",1
"3094","indigenoushealthcare",1
"3095","indigenousknowledgeturkey",1
"3096","indigenouspeople’sornamentals",1
"3097","indigenouspeoples",1
"3098","indigenouswomen",1
"3099","individualidentification",1
"3100","indole-3-aceticacid",1
"3101","indonesia",1
"3102","indorecomposting",1
"3103","inducedmutants",1
"3104","industrialblossom",1
"3105","industrialecologicalization",1
"3106","industrialeconomics",1
"3107","industrialmanagement",1
"3108","industrialperformance",1
"3109","industrialproduction",1
"3110","industrialresearch",1
"3111","industrialstructures",1
"3112","industrialwaste",1
"3113","industrystudies",1
"3114","infiltration",1
"3115","influencingmechanism",1
"3116","info-cropmodel",1
"3117","informationaccessibility",1
"3118","informationanalysis",1
"3119","informationandcommunicationtechnologies",1
"3120","informationinaccuracy",1
"3121","informationprocessing",1
"3122","informationsharing",1
"3123","informationsystems",1
"3124","informationtechnology",1
"3125","infrastructuraldevelopment",1
"3126","infrastructure",1
"3127","infrastructuredevelopment",1
"3128","infrastructureproject",1
"3129","ingkhol",1
"3130","inherentvulnerability",1
"3131","inlelake",1
"3132","inorganiccultivation",1
"3133","inputandoutputs",1
"3134","insectcontrol",1
"3135","insectdiversity",1
"3136","insectgrowthregulator(igr)",1
"3137","insecticidealternatives",1
"3138","insecticideresistance",1
"3139","insectpestmanagement",1
"3140","insectrelativeabundance",1
"3141","insitu(on-farm)conservation",1
"3142","insituagrobiodiversityconservation",1
"3143","insituandexsituconservation",1
"3144","insituconservationon-farm",1
"3145","insituconservationonfarm",1
"3146","institution-basedview",1
"3147","institutionalarrangement",1
"3148","institutionalcapacities",1
"3149","institutionalchange",1
"3150","institutionalinnovation",1
"3151","insurancesystem",1
"3152","integratedagriculture-aquaculture",1
"3153","integratedapplication",1
"3154","integratedapplications",1
"3155","integratedfarmingsystem(ifs)",1
"3156","integratedframework",1
"3157","integratedplantnutritionsystem",1
"3158","intellectualproperty",1
"3159","intelligentidentification",1
"3160","intelligentinformationprocessing",1
"3161","intensificationofcroppingsystems",1
"3162","intensifiedagriculturalsystem",1
"3163","intensivedataplots",1
"3164","intention",1
"3165","intentionandbehavior",1
"3166","intercroppingsystem",1
"3167","interdisciplinarycollaborativeeffort",1
"3168","interdisciplinaryinnovations",1
"3169","interference",1
"3170","interglacial",1
"3171","intermedia",1
"3172","internaltranscriptsequence",1
"3173","internationalcomparison",1
"3174","internationality",1
"3175","internationalorganizations",1
"3176","internationaltrade",1
"3177","internetofthingsinagriculture",1
"3178","interpersonalrelations",1
"3179","intersectionality",1
"3180","interspecificdifference",1
"3181","interspecificinteraction",1
"3182","interspecificvariation",1
"3183","interventions",1
"3184","intraspecificcompetition",1
"3185","introducedcrops",1
"3186","invasionbiology",1
"3187","invasivealienspecies",1
"3188","invasiveweed",1
"3189","investmentattraction",1
"3190","investmentdecision",1
"3191","ipc",1
"3192","ipomoea",1
"3193","ipomoeaaquatica",1
"3194","ipr",1
"3195","iron-deficiency",1
"3196","iron(fe)",1
"3197","irondeficiencyanemia",1
"3198","ironwalnut",1
"3199","irrigation(agriculture)",1
"3200","irrigationfacilities",1
"3201","irrigationintensities",1
"3202","irrigationintensity",1
"3203","irrigationintervention",1
"3204","irrigationmanagement",1
"3205","irrigationscheduling",1
"3206","irrigationwatermanagement",1
"3207","isoamylisovalerate",1
"3208","isolationandpurification",1
"3209","isomenthone",1
"3210","isopulegol",1
"3211","isotopes",1
"3212","issr",1
"3213","issue-attentioncycle",1
"3214","italy",1
"3215","itsapplications",1
"3216","iucnredlistedspecies",1
"3217","j.i.rodale",1
"3218","japonica",1
"3219","japonicarice",1
"3220","jatropha",1
"3221","java",1
"3222","jholmol",1
"3223","jhumia",1
"3224","jonga",1
"3225","jorhat",1
"3226","jousujen",1
"3227","juglanscathayensis",1
"3228","juniperus",1
"3229","justusvon",1
"3230","jutpani",1
"3231","kaempferolbiosyntheticpathway",1
"3232","kailashsacredlandscape",1
"3233","karnal",1
"3234","karnalbunt",1
"3235","karst",1
"3236","karstregion",1
"3237","karyotype",1
"3238","kashmir",1
"3239","kaski",1
"3240","kenya",1
"3241","keystonespecies",1
"3242","khasitribe",1
"3243","khasitribes",1
"3244","khyber-pakhtunkhwa",1
"3245","khyberpakhtunkhwa(pakistan)",1
"3246","kilimanjaro",1
"3247","kinnowmandarin",1
"3248","kitchengarden",1
"3249","kiwifruit",1
"3250","kkh",1
"3251","knowledgebase",1
"3252","knowledgelevel",1
"3253","knowledgemanagement",1
"3254","knowledgevisualization",1
"3255","korea",1
