"","Year","Combine"
"6668","2017","dongpeople"
"6669","2017","glutinousrice"
"6670","2017","landraces"
"6671","2017","agrobiodiversity"
"6672","2017",""
"6673","2017","diseasediagnosis"
"6674","2017","selenium-richgrape"
"6675","2017","expertsystem"
"6676","2017","gendermainstreaming"
"6677","2017","biodiversity"
"6678","2017","genderequality"
"6679","2017","conventiononbiologicaldiversity"
"6680","2017","developmentpotentials"
"6681","2017","biodiversity"
"6682","2017","culturalvalue"
"6683","2017","ethnobotany"
"6684","2017","homegarden"
"6685","2017","indigenouspeople’sornamentals"
"6686","2017","foodsecurity"
"6687","2017","nutritionalstatus"
"6688","2017","biodiversity"
"6689","2017","chakhesangtribe"
"6690","2017","indigenousfoodsystem"
"6691","2017","agriculturalco-operatives"
"6692","2017","technologicalinnovation"
"6693","2017","agro-foodpolicy"
"6694","2017","casestudy"
"6695","2017","china"
"6696","2017",""
"6697","2017","sewage"
"6698","2017","agriculturalpollution"
"6699","2017","phosphorusoredepletion"
"6700","2017","sustainablephosphorusmanagement"
"6701","2017","fertilizer"
"6702","2017","agribusiness"
"6703","2017","microcredit"
"6704","2017","income"
"6705","2017","bangladesh"
"6706","2017","expenditure"
"6707","2017","bigdata"
"6708","2017","claraanddbscan"
"6709","2017","pam"
"6710","2017","semiarid"
"6711","2017","india"
"6712","2017","conservation"
"6713","2017","collection"
"6714","2017","weedy"
"6715","2017","arid"
"6716","2017","agro-biodiversity"
"6717","2017","wild"
"6718","2017","adoption"
"6719","2017","xishuangbanna"
"6720","2017","intercropping"
"6721","2017","rubber"
"6722","2017","riskperceptions"
"6723","2017","rubberspecialization"
"6724","2017","cropdiversification"
"6725","2017","landuse"
"6726","2017","ethnicity"
"6727","2017","landrentalmarket"
"6728","2017","landtenuresecurity"
"6729","2017","populationaging"
"6730","2017","sustainabilitystandard"
"6731","2017","coffee"
"6732","2017","globalvaluechain"
"6733","2017","governance"
"6734","2017","issue-attentioncycle"
"6735","2017","swingpotential"
"6736","2017","ecosystemservices"
"6737","2017","potentialimpact"
"6738","2017","certification"
"6739","2017","software"
"6740","2017","multimediamodule"
"6741","2017","feeding"
"6742","2017","animalhealth"
"6743","2017","breeding"
"6744","2017","agriculturesustainability"
"6745","2017","cropproduction"
"6746","2017","mineral"
"6747","2017","mycorrhiza"
"6748","2017","diva-gis"
"6749","2017","germplasm"
"6750","2017","grasspea"
"6751","2017","lathyrussativus"
"6752","2017","minormillets"
"6753","2017","neglectedandunderutilizedspecies"
"6754","2017","foodandnutritionalsecurity"
"6755","2017","india"
"6756","2017","legalframework"
"6757","2017","landabandonment"
"6758","2017","publicpolicy"
"6759","2017","livelihoods"
"6760","2017","nepal"
"6761","2017","landuseplanning"
"6762","2017","agriculture"
"6763","2017","agrarianchange"
"6764","2017","homegarden"
"6765","2017","landusepattern"
"6766","2017","agroforestry"
"6767","2017","energybudget"
"6768","2017","hillagriculture"
"6769","2017","plantgrowthpromotion"
"6770","2017","tolerance"
"6771","2017","trichoderma"
"6772","2017","abioticandbioticstress"
"6773","2017","soilquality"
"6774","2017","agroecosystemtypes"
"6775","2017","soilmacrofauna"
"6776","2017","leaflitterdecomposition"
"6777","2017","farmyardmanure"
"6778","2017","indianhimalayanmountains"
"6779","2017","croppingfrequency"
"6780","2017","agroecology"
"6781","2017","agriculturallanduseintensity"
"6782","2017","centralnepal"
"6783","2017","analysisofcovariance"
"6784","2017","cultivatedlandplantingstructure"
"6785","2017","crops"
"6786","2017","landuse"
"6787","2017","labormigration"
"6788","2017","agriculture"
"6789","2017","climatechange"
"6790","2017","himalayas"
"6791","2017","pakistan"
"6792","2017","poverty"
"6793","2017","propensityscorematching"
"6794","2017","yunnan"
"6795","2017","china"
"6796","2017","geneticresourcesconservation"
"6797","2017","cropdiversity"
"6798","2017","getartarybuckwheat"
"6799","2017","traditionalagriculture"
"6800","2017","traditionalculture"
"6801","2017","vegetablegermplasmresources"
"6802","2017","wapeople"
"6803","2017","yunnanprovince"
"6804","2017","diversitychange"
"6805","2017","agrobiodiversity"
"6806","2017","ethnicminority"
"6807","2017","xishuangbanna"
"6808","2017","insituconservation"
"6809","2017","croplandexpansion"
"6810","2017","biocontrol"
"6811","2017","resourceconcentrationhypothesis"
"6812","2017","cropdiversity"
"6813","2017","cultivation"
"6814","2017","domestication"
"6815","2017","agrobiodiversity"
"6816","2017","conservation"
"6817","2017","geneticdiversity"
"6818","2017","wildrelativesofcultivatedspecies"
"6819","2017","in-situlive-mulching"
"6820","2017","slopingcroplands"
"6821","2017","fertilizers"
"6822","2017","manure"
"6823","2017","run-off"
"6824","2017","soilloss"
"6825","2017","perceivedclimatevariability"
"6826","2017","genderandautonomousadaptation"
"6827","2017","eastsiang"
"6828","2017","livelihoodportfoliosandrisks"
"6829","2017","arunachalpradesh"
"6830","2017","legumes"
"6831","2017","landraces"
"6832","2017","agro-physiologicaltraits"
"6833","2017","wildrelatives"
"6834","2017","cereals"
"6835","2017","drought"
"6836","2017","heat"
"6837","2017","drylandagriculture"
"6838","2017","breedingapproaches"
"6839","2017","villagecottageagribusiness"
"6840","2017","emergingmarkets"
"6841","2017","businessmodel"
"6842","2017","smes"
"6843","2017","india"
"6844","2017","businessdevelopment"
"6845","2017","smallandmediumenterprises"
"6846","2017","ruraleconomy"
"6847","2017","innovation"
"6848","2017","adoption"
"6849","2017","logisticmodel"
"6850","2017","pulsefarmers"
"6851","2017","resourceconservation"
"6852","2017","soilconservationpractices"
"6853","2017","resourcedegradation"
"6854","2017","interdisciplinarycollaborativeeffort"
"6855","2017","livestockintensification"
"6856","2017","ecologicalsolution"
"6857","2017","bhutan"
"6858","2017","wildlifecropdamage"
"6859","2017","sentinel-1"
"6860","2017","myanmar"
"6861","2017","foodsecurity"
"6862","2017","randomforest"
"6863","2017","rice"
"6864","2017","landsat-8"
"6865","2017","palsar-2"
"6866","2017","timeseriesphenology"
"6867","2017","classification"
"6868","2017","wheat"
"6869","2017","herbicides"
"6870","2017","maize"
"6871","2017","rice"
"6872","2017","weedmanagement"
"6873","2017","china"
"6874","2017","humancapitalaccumulation"
"6875","2017","agribusinessperformance"
"6876","2017","growthinsales"
"6877","2017","cooperativemembership"
"6878","2017",""
"6879","2017","carbonstock"
"6880","2017","belowgroundbiomass"
"6881","2017","abovegroundbiomass"
"6882","2017","root-to-shootratio"
"6883","2017","forestplantations"
"6884","2017","socioeconomicdevelopment"
"6885","2017","landscapemetrics"
"6886","2017","spatialplanning"
"6887","2017","agriculturallandscapepatterns"
"6888","2017","structuralequationmodeling"
"6889","2017","economictransition"
"6890","2017",""
"6891","2017",""
"6892","2017","agriculturalapplication"
"6893","2017","philippines"
"6894","2017","thailand"
"6895","2017","empowerment"
"6896","2017","foodsecurity"
"6897","2017","indonesia"
"6898","2017","cropproduction"
"6899","2017","myanmar"
"6900","2017","womensstatus"
"6901","2017","genderrole"
"6902","2017","southeastasia"
"6903","2017","rice"
"6904","2017",""
"6905","2017",""
"6906","2017","afghanistan"
"6907","2017","balkanpeninsula"
"6908","2017","bhutan"
"6909","2017","entropy"
"6910","2017","geneticanalysis"
"6911","2017","glaciation"
"6912","2017","human"
"6913","2017","interglacial"
"6914","2017","juglansregia"
"6915","2017","lastglacialmaximum"
"6916","2017","latitude"
"6917","2017","nonhuman"
"6918","2017","pakistan"
"6919","2017","refugium"
"6920","2017","sikkim"
"6921","2017","tajikistan"
"6922","2017","tibet"
"6923","2017","asia"
"6924","2017","biologicalmodel"
"6925","2017","ecology"
"6926","2017","geneticpolymorphism"
"6927","2017","geneticvariation"
"6928","2017","genetics"
"6929","2017","phylogeography"
"6930","2017","physiology"
"6931","2017","populationgenetics"
"6932","2017","walnut"
"6933","2017","microsatellitedna"
"6934","2017","genetics"
"6935","2017","population"
"6936","2017","juglans"
"6937","2017","microsatelliterepeats"
"6938","2017","models"
"6939","2017","genetic"
"6940","2017","polymorphism"
"6941","2017","genetic"
"6942","2017",""
"6943","2017",""
"6944","2017",""
"6945","2017",""
"6946","2017","vulnerabilitymaps"
"6947","2017","arcgissoftwares"
"6948","2017","drought"
"6949","2017","climatechange"
"6950","2017","alluvialfarming"
"6951","2017","spatialtemporals"
"6952","2017","geographicinformationsystems"
"6953","2017","naturaldisasters"
"6954","2017","floods"
"6955","2017","harvesting"
"6956","2017","rain"
"6957","2017","erosion"
"6958","2017","disasters"
"6959","2017","vegetation"
"6960","2017","vulnerabilityanalysis"
"6961","2017","foodsupply"
"6962","2017","increasingtemperatures"
"6963","2017","seawater"
"6964","2017","economicsectors"
"6965","2017","deforestation"
"6966","2017","remotesensing"
"6967","2017","humannutrition"
"6968","2017","agro-ecosystems"
"6969","2017","nutrition"
"6970","2017","shellfish"
"6971","2017","ecosystems"
"6972","2017","mixedfarming"
"6973","2017","india"
"6974","2017","foodsecurity"
"6975","2017","social-ecologicalresilience"
"6976","2017","shrimpculture"
"6977","2017","crops"
"6978","2017","agriculturalproduction"
"6979","2017","westbengal"
"6980","2017","climatechangeadaptation"
"6981","2017","ecology"
"6982","2017","agriculturalecosystem"
"6983","2017","environmentalimpact"
"6984","2017","climatechange"
"6985","2017","aquaculturesystem"
"6986","2017","rice"
"6987","2017","foodsupply"
"6988","2017","farmingsystem"
"6989","2017","economicdevelopment"
"6990","2017","resourceuse"
"6991","2017","adaptivemanagement"
"6992","2017","paddyfarming"
"6993","2017","agriculturaleconomics"
"6994","2017","decapoda(crustacea)"
"6995","2017","bangladesh"
"6996","2017","coastalzone"
"6997","2017","agriculture"
"6998","2017","agriculturalchemicals"
"6999","2017",""
"7000","2017",""
"7001","2017",""
"7002","2017",""
"7003","2017","indigenouspeople"
"7004","2017","middleaged"
"7005","2017","law"
"7006","2017","ruralpopulation"
"7007","2017","nutritionalstatus"
"7008","2017","india"
"7009","2017","priorityjournal"
"7010","2017","semistructuredinterview"
"7011","2017","adult"
"7012","2017","socialclass"
"7013","2017","human"
"7014","2017","humans"
"7015","2017","activitiesofdailyliving"
"7016","2017","veryelderly"
"7017","2017","article"
"7018","2017","biodiversity"
"7019","2017","genderidentity"
"7020","2017","male"
"7021","2017","informationprocessing"
"7022","2017","humanrelation"
"7023","2017","socialstatus"
"7024","2017","gender"
"7025","2017","socioeconomicfactors"
"7026","2017","qualitativeresearch"
"7027","2017","familycharacteristics"
"7028","2017","foodsecurity"
"7029","2017","foodsupply"
"7030","2017","conceptualframework"
"7031","2017","crops"
"7032","2017","agricultural"
"7033","2017","diet"
"7034","2017","cateringservice"
"7035","2017","crop"
"7036","2017","household"
"7037","2017","foodprocessing"
"7038","2017","ethnicgroup"
"7039","2017","familysize"
"7040","2017","ethnicgroups"
"7041","2017","child"
"7042","2017","focusgroups"
"7043","2017","aged"
"7044","2017","80andover"
"7045","2017","aged"
"7046","2017","ethnographicresearch"
"7047","2017","female"
"7048","2017","feminism"
"7049","2017","interpersonalrelations"
"7050","2017","socioeconomics"
"7051","2017","dailylifeactivity"
"7052","2017","wellbeing"
"7053","2017","cropproduction"
"7054","2017","empowerment"
"7055","2017","agriculturalmarket"
"7056","2017","farmingsystem"
"7057","2017","womensstatus"
"7058","2017","india"
"7059","2017","cultivation"
"7060","2017","agriculturalpolicy"
"7061","2017","multivariateanalysis"
"7062","2017","leadership"
"7063","2017","regressionanalysis"
"7064","2017","decisionmaking"
"7065","2017","agrarianchange"
"7066","2017","familyfarm"
"7067","2017","landreform"
"7068","2017","agriculturalland"
"7069","2017","cooperativesector"
"7070","2017","peasantagriculture"
"7071","2017","agroindustry"
"7072","2017","tillage"
"7073","2017","privatization"
"7074","2017","agriculturalproduction"
"7075","2017","china"
"7076","2017","ediblegrain"
"7077","2017","myanmar"
"7078","2017","communityresourcemanagement"
"7079","2017","oryza"
"7080","2017","foodquality"
"7081","2017","rodentia"
"7082","2017","ayeyarwady"
"7083","2017","foodgrain"
"7084","2017","integratedpestmanagement"
"7085","2017","farmersknowledge"
"7086","2017","agriculture"
"7087","2017","smallholder"
"7088","2017","quantitativeanalysis"
"7089","2017","irrawaddydelta"
"7090","2017","pestdamage"
"7091","2017","rodent"
"7092","2017","animal"
"7093","2017","foodsecurity"
"7094","2017","foodstorage"
"7095","2017","rice"
"7096","2017","harvesting"
"7097","2017","animals"
"7098","2017","rattusrattus"
"7099","2017","bandicotabengalensis"
"7100","2017","bago"
"7101","2017",""
"7102","2017",""
"7103","2017","agriculturalintensification"
"7104","2017","cambodia"
"7105","2017","agriculturalproduction"
"7106","2017","bangladesh"
"7107","2017","literaturereview"
"7108","2017","participatoryapproach"
"7109","2017","foodsecurity"
"7110","2017","nutrition"
"7111","2017","farmingsystem"
"7112","2017","zambia"
"7113","2017","agriculturaldevelopment"
"7114","2017","floodplain"
"7115","2017","livelihood"
"7116","2017","demandanalysis"
"7117","2017",""
"7118","2017","surfacewater"
"7119","2017","croppingpractice"
"7120","2017","cropproduction"
"7121","2017","alternativeagriculture"
"7122","2017","landscape"
"7123","2017","irrigation"
"7124","2017","ecosystemservice"
"7125","2017","triticumaestivum"
"7126","2017","agriculturalproduction"
"7127","2017","zeamays"
"7128","2017","agriculturalintensification"
"7129","2017","bangladesh"
"7130","2017",""
"7131","2017",""
"7132","2017",""
"7133","2017",""
"7134","2017",""
"7135","2017","agriculturalmanagement"
"7136","2017","article"
"7137","2017","china"
"7138","2017","environmentaldecisionmaking"
"7139","2017","environmentalenrichment"
"7140","2017","practiceguideline"
"7141","2017","programcosteffectiveness"
"7142","2017","programdevelopment"
"7143","2017","programimpact"
"7144","2017","ruralarea"
"7145","2017","agriculture"
"7146","2017","costbenefitanalysis"
"7147","2017","decisionmaking"
"7148","2017","economics"
"7149","2017","ecosystem"
"7150","2017","environmentalprotection"
"7151","2017","familysize"
"7152","2017","forestry"
"7153","2017","procedures"
"7154","2017","publicpolicy"
"7155","2017","ruralpopulation"
"7156","2017","socialclass"
"7157","2017","socioeconomics"
"7158","2017","choicebehavior"
"7159","2017","conservationofnaturalresources"
"7160","2017","cost-benefitanalysis"
"7161","2017","familycharacteristics"
"7162","2017","humans"
"7163","2017","socioeconomicfactors"
"7164","2017","environmentalmonitoring"
"7165","2017","environmentalplanning"
"7166","2017","forestmanagement"
"7167","2017","household"
"7168","2017","human"
"7169","2017","legalaspect"
"7170","2017","websites"
"7171","2017","knowledgebasedsystems"
"7172","2017","diagnosis"
"7173","2017","selenium"
"7174","2017","systemdevelopment"
"7175","2017","designandimplementations"
"7176","2017","webbasedexpertsystem"
"7177","2017","expertsystems"
"7178","2017","object-orientedinterfaces"
"7179","2017","expertknowledge"
"7180","2017","knowledgebase"
"7181","2017","researchobject"
"7182","2017","diseasediagnosis"
"7183","2017",""
"7184","2017",""
"7185","2017","maternalnutrition"
"7186","2017","male"
"7187","2017","foodsupply"
"7188","2017","familycharacteristics"
"7189","2017","nutritionalstatus"
"7190","2017","irondeficiencyanemia"
"7191","2017","literacy"
"7192","2017","publichealth"
"7193","2017","parent"
"7194","2017","infant"
"7195","2017","bodymass"
"7196","2017","priorityjournal"
"7197","2017","retinoldeficiency"
"7198","2017","female"
"7199","2017","prevalence"
"7200","2017","adult"
"7201","2017","ethnicgroups"
"7202","2017","youngadult"
"7203","2017","cross-sectionalstudies"
"7204","2017","diabetesmellitus"
"7205","2017","diet"
"7206","2017","motherchildrelation"
"7207","2017","growthdisorders"
"7208","2017","hemoglobins"
"7209","2017","indigenoushealthcare"
"7210","2017","ethnology"
"7211","2017","socialaspect"
"7212","2017","retinol"
"7213","2017","chronicdisease"
"7214","2017","child"
"7215","2017","preschool"
"7216","2017","middleaged"
"7217","2017","anemia"
"7218","2017","cateringservice"
"7219","2017","india"
"7220","2017","vitamina"
"7221","2017","samplesize"
"7222","2017","socioeconomics"
"7223","2017","childnutrition"
"7224","2017","growthdisorder"
"7225","2017","hemoglobin"
"7226","2017","blood"
"7227","2017","controlledstudy"
"7228","2017","healthstatus"
"7229","2017","preschoolchild"
"7230","2017","human"
"7231","2017","underweight"
"7232","2017","cross-sectionalstudy"
"7233","2017","demography"
"7234","2017","bodymassindex"
"7235","2017","vitaminadeficiency"
"7236","2017","metabolism"
"7237","2017","mother"
"7238","2017","hypertension"
"7239","2017","anemia"
"7240","2017","iron-deficiency"
"7241","2017","household"
"7242","2017","article"
"7243","2017","epidemiology"
"7244","2017","child"
"7245","2017","anthropometry"
"7246","2017","humans"
"7247","2017","stunting"
"7248","2017","socioeconomicfactors"
"7249","2017","food"
"7250","2017","foodinsecurity"
"7251","2017","chakhesangtribe"
"7252","2017","thinness"
"7253","2017","mother-childrelations"
"7254","2017","biodiversity"
"7255","2017","ethnicgroup"
"7256","2017","familyincome"
"7257","2017","feeding"
"7258","2017","habit"
"7259","2017","diseaseassociation"
"7260","2017","familysize"
"7261","2017","mothers"
"7262","2017","bloodsampling"
"7263","2017","foodpolicy"
"7264","2017","innovation"
"7265","2017","china"
"7266","2017","ethnography"
"7267","2017","capitalism"
"7268","2017","policymaking"
"7269","2017","empiricalanalysis"
"7270","2017","developingworld"
"7271","2017","developmenteconomics"
"7272","2017","incentive"
"7273","2017","china"
"7274","2017","xinjianguygur"
"7275","2017","dracocephalum"
"7276","2017","vitaceae"
"7277","2017","capitalism"
"7278","2017","cropplant"
"7279","2017","cropproduction"
"7280","2017","agroindustry"
"7281","2017","agriculturalland"
"7282","2017","agriculturalemission"
"7283","2017","wastewater"
"7284","2017","domesticwaste"
"7285","2017","fertilizerapplication"
"7286","2017","cultivation"
"7287","2017","bestmanagementpractice"
"7288","2017","sustainability"
"7289","2017","myanmar"
"7290","2017","livestockfarming"
"7291","2017","scenarioanalysis"
"7292","2017","phosphorus"
"7293","2017","oredeposit"
"7294","2017","pollutionpolicy"
"7295","2017","pollutionincidence"
"7296","2017","nutrientenrichment"
"7297","2017","sewage"
"7298","2017",""
"7299","2017",""
"7300","2017","refusecollection"
"7301","2017","oilsandfats"
"7302","2017","foodsupply"
"7303","2017","india"
"7304","2017","arid"
"7305","2017","fruits"
"7306","2017","animals"
"7307","2017","weedy"
"7308","2017","wild"
"7309","2017","plants(botany)"
"7310","2017","seed"
"7311","2017","biodiversity"
"7312","2017","crops"
"7313","2017","fish"
"7314","2017","conservation"
"7315","2017","bacteria"
"7316","2017","ecosystems"
"7317","2017","semiarid"
"7318","2017","agriculturalextension"
"7319","2017","yunnan"
"7320","2017","xishuangbanna"
"7321","2017","heveabrasiliensis"
"7322","2017","agroforestry"
"7323","2017","mountainregion"
"7324","2017","monoculture"
"7325","2017","china"
"7326","2017","ethnicgroup"
"7327","2017","smallholder"
"7328","2017","sustainabledevelopment"
"7329","2017","economicanalysis"
"7330","2017","rubber"
"7331","2017","intercropping"
"7332","2017",""
"7333","2017",""
"7334","2017","india"
"7335","2017","stakeholder"
"7336","2017","biodiversity"
"7337","2017","certification"
"7338","2017","agroindustry"
"7339","2017","sustainability"
"7340","2017","environmentalimpact"
"7341","2017","nicaragua"
"7342","2017","coffee"
"7343","2017","smallholder"
"7344","2017","ecosystemservice"
"7345","2017","governanceapproach"
"7346","2017","conservationstatus"
"7347","2017",""
"7348","2017",""
"7349","2017",""
"7350","2017","cultivar"
"7351","2017","legislation"
"7352","2017","geneticresource"
"7353","2017","policyanalysis"
"7354","2017","india"
"7355","2017","farmingsystem"
"7356","2017","traditionalagriculture"
"7357","2017","millet"
"7358","2017","foodsecurity"
"7359","2017","agriculturalland"
"7360","2017","environmentalfactor"
"7361","2017","landuseplanning"
"7362","2017","agrarianchange"
"7363","2017","nepal"
"7364","2017","abandonedland"
"7365","2017","sustainabledevelopment"
"7366","2017","livelihood"
"7367","2017","socialimpact"
"7368","2017",""
"7369","2017",""
"7370","2017",""
"7371","2017",""
"7372","2017","investments"
"7373","2017","agriculture"
"7374","2017","ruralareas"
"7375","2017","cultivation"
"7376","2017","education"
"7377","2017","fruits"
"7378","2017","farms"
"7379","2017","multivariateregressionmodels"
"7380","2017","regressionanalysis"
"7381","2017","demographiccharacteristics"
"7382","2017","rapidurbanizations"
"7383","2017","crops"
"7384","2017","cultivatedlands"
"7385","2017","vegetables"
"7386","2017","plants(botany)"
"7387","2017","surveys"
"7388","2017","migrationdistance"
"7389","2017","informationaccessibility"
"7390","2017","centralgovernment"
"7391","2017","questionnairesurveys"
"7392","2017","commerce"
"7393","2017","landuse"
"7394","2017","economics"
"7395","2017",""
"7396","2017","persistence"
"7397","2017","farmingsystem"
"7398","2017","yunnan"
"7399","2017","wheat"
"7400","2017","fagopyrumtataricum"
"7401","2017","cultivar"
"7402","2017","geneticresource"
"7403","2017","traditionalagriculture"
"7404","2017","china"
"7405","2017",""
"7406","2017","minoritygroups"
"7407","2017","human"
"7408","2017","livestock"
"7409","2017","crop"
"7410","2017","biodiversity"
"7411","2017","plants"
"7412","2017","edible"
"7413","2017","minoritygroup"
"7414","2017","edibleplant"
"7415","2017","crops"
"7416","2017","agricultural"
"7417","2017","china"
"7418","2017","animal"
"7419","2017","ethnicgroup"
"7420","2017","procedures"
"7421","2017","conservationofnaturalresources"
"7422","2017","environmentalprotection"
"7423","2017","humans"
"7424","2017","ethnicgroups"
"7425","2017","animals"
"7426","2017","cropdamage"
"7427","2017","cotton"
"7428","2017","aphididae"
"7429","2017","biologicalcontrol"
"7430","2017","zeamays"
"7431","2017","pestspecies"
"7432","2017","rice"
"7433","2017","biocontrolagent"
"7434","2017","helicoverpaarmigera"
"7435","2017","china"
"7436","2017","rangeexpansion"
"7437","2017","agriculturalintensification"
"7438","2017","pestcontrol"
"7439","2017","aphisgossypii"
"7440","2017","maize"
"7441","2017","agriculturalresearch"
"7442","2017","domestication"
"7443","2017","geneticdiversity"
"7444","2017","wildrelativesofcultivatedspecies"
"7445","2017","plantspecies"
"7446","2017","floristicdiversity"
"7447","2017","biodiversity"
"7448","2017","conservation"
"7449","2017","crops"
"7450","2017","biogeographicregions"
"7451","2017","agrobiodiversity"
"7452","2017","cultivation"
"7453","2017","cropproduction"
"7454","2017","croprotation"
"7455","2017","soilfertility"
"7456","2017","triticumaestivum"
"7457","2017","himalayas"
"7458","2017","crotalariajuncea"
"7459","2017","cropyield"
"7460","2017","maize"
"7461","2017","greenmanuring"
"7462","2017","poultry"
"7463","2017","soilconservation"
"7464","2017","runoff"
"7465","2017","wheat"
"7466","2017","zeamays"
"7467","2017","fertilizerapplication"
"7468","2017","mulching"
"7469","2017","livelihood"
"7470","2017","perception"
"7471","2017","climatechange"
"7472","2017","zeamays"
"7473","2017","genderrelations"
"7474","2017","ethnicgroup"
"7475","2017","himalayas"
"7476","2017","india"
"7477","2017","adaptation"
"7478","2017","extremeevent"
"7479","2017","suidae"
"7480","2017","arunachalpradesh"
"7481","2017","agriculturalproduction"
"7482","2017","adaptivemanagement"
"7483","2017","cultivation"
"7484","2017","climatechange"
"7485","2017","drylandagriculture"
"7486","2017","crops"
"7487","2017","foodsupply"
"7488","2017","wildrelatives"
"7489","2017","cereals"
"7490","2017","breedingapproaches"
"7491","2017","drought"
"7492","2017","physiologicaltrait"
"7493","2017","heating"
"7494","2017","landraces"
"7495","2017","legumes"
"7496","2017",""
"7497","2017",""
"7498","2017","bostaurus"
"7499","2017","muntiacus"
"7500","2017","bos"
"7501","2017","ungulata"
"7502","2017","susscrofa"
"7503","2017","cervusunicolor"
"7504","2017","suidae"
"7505","2017","space-basedradar"
"7506","2017","syntheticapertureradar"
"7507","2017","decisiontrees"
"7508","2017","decisionmaking"
"7509","2017","rice"
"7510","2017","radar"
"7511","2017","agriculture"
"7512","2017","landuse"
"7513","2017","foodsecurity"
"7514","2017","classification(ofinformation)"
"7515","2017","randomforests"
"7516","2017","foodsupply"
"7517","2017","timeseriesanalysis"
"7518","2017","floods"
"7519","2017","palsar-2"
"7520","2017","landsat"
"7521","2017","myanmars"
"7522","2017","sentinel-1"
"7523","2017",""
"7524","2017","numericalmodel"
"7525","2017","statisticalmodel"
"7526","2017","industrialdevelopment"
"7527","2017","economics"
"7528","2017","agriculture"
"7529","2017","performanceassessment"
"7530","2017","economicgrowth"
"7531","2017","humancapital"
"7532","2017","socialcapital"
"7533","2017","agroindustry"
"7534","2017","questionnairesurvey"
"7535","2017","cooperativesector"
"7536","2017","male"
"7537","2017","commercialphenomena"
"7538","2017","female"
"7539","2017","human"
"7540","2017","commerce"
"7541","2017","humans"
"7542","2017","logisticmodels"
"7543","2017","china"
"7544","2017","geneticanalysis"
"7545","2017","genome"
"7546","2017","globalization"
"7547","2017","muscle"
"7548","2017","nervoussystem"
"7549","2017","pig"
"7550","2017","polymorphism"
"7551","2017","reproduction"
"7552","2017","statisticalanalysis"
"7553","2017","africa"
"7554","2017","asia"
"7555","2017","centralamerica"
"7556","2017","eurasia"
"7557","2017","europe"
"7558","2017","northamerica"
"7559","2017","southamerica"
"7560","2017","suidae"
"7561","2017","susscrofa"
"7562","2017","susscrofadomestica"
"7563","2017","animals"
"7564","2017","australia"
"7565","2017","breeding"
"7566","2017","genome-wideassociationstudy"
"7567","2017","internationality"
"7568","2017","polymorphism"
"7569","2017","singlenucleotide"
"7570","2017","selection"
"7571","2017","genetic"
"7572","2017","swine"
"7573","2017","singlenucleotidepolymorphism"
"7574","2017","domestication"
"7575","2017","internationalcooperation"
"7576","2017","genetics"
"7577","2017","classification"
"7578","2017","geneticselection"
"7579","2017","animal"
"7580","2017","rubber"
"7581","2017","biology"
"7582","2017","biomass"
"7583","2017","cloning"
"7584","2017","hardwoods"
"7585","2017","precipitation(meteorology)"
"7586","2017","rubberplantations"
"7587","2017","tropics"
"7588","2017","environmentalfactor"
"7589","2017","abovegroundbiomass"
"7590","2017","belowgroundbiomass"
"7591","2017","carbonstocks"
"7592","2017","forestplantation"
"7593","2017","roottoshootratio"
"7594","2017","forestry"
"7595","2017","allometry"
"7596","2017","biomassallocation"
"7597","2017","calibration"
"7598","2017","carbonsequestration"
"7599","2017","heveabrasiliensis"
"7600","2017","forestmanagement"
"7601","2017","harvesting"
"7602","2017","managementpractice"
"7603","2017","mountainregion"
"7604","2017","plantationforestry"
"7605","2017","root-shootratio"
"7606","2017","subtropicalregion"
"7607","2017","carbon"
"7608","2017","forests"
"7609","2017","plantations"
"7610","2017","china"
"7611","2017","landusechange"
"7612","2017","spatialplanning"
"7613","2017","landcover"
"7614","2017","numericalmodel"
"7615","2017","socialdevelopment"
"7616","2017","landuseplanning"
"7617","2017","markettransition"
"7618","2017","ningbo"
"7619","2017","zhejiang"
"7620","2017","china"
"7621","2017","agriculturalland"
"7622","2017","economicdevelopment"
"7623","2018","domesticcredit"
"7624","2018","energy"
"7625","2018","environmentalchanges"
"7626","2018","foodproduction"
"7627","2018","foragingactivity"
"7628","2018","brassicanapus"
"7629","2018","insectrelativeabundance"
"7630","2018","cropgrowthrate"
"7631","2018","cropresidue"
"7632","2018","n-rate"
"7633","2018","radiationuseefficiency"
"7634","2018","tillagedepth"
"7635","2018","agriculture"
"7636","2018","incomeearning"
"7637","2018","laborforce"
"7638","2018","teestabarrageproject"
"7639","2018","visibleandinvisibleconstraints"
"7640","2018","women'sengagement"
"7641","2018","plantingpatterns"
"7642","2018","limitedirrigation"
"7643","2018","wheatyield"
"7644","2018","seedfillingprocess"
"7645","2018","rainfall"
"7646","2018","hormone"
"7647","2018","participatoryapproaches"
"7648","2018","farmerperception"
"7649","2018","agriculturalinnovations"
"7650","2018","sustainableintensification"
"7651","2018","adoption"
"7652","2018","intercropping"
"7653","2018","potentialcropyield"
"7654","2018","agronomy"
"7655","2018","intrastateconflict"
"7656","2018","wildandnon-cultivatededibleplants"
"7657","2018","foodsecurity"
"7658","2018","kailashsacredlandscape"
"7659","2018","traditionalknowledge"
"7660","2018","orangejuice"
"7661","2018","antioxidants"
"7662","2018","droughttolerance"
"7663","2018","phytoextractsquinoa(chenopodiumquinoa)"
"7664","2018","ascorbicacid"
